Temperature,Stage,Development_Time,Switch,Temp1,Temp2,Switch_Stage,Switch_Times,Exact_Time,Start_Time,Exact_Switch_Time,weekday_exact,time_exact,weekday_switch,time_switch
26.0,20,30.276837694362975,True,26.0,28.0,16.0,20.863920810085162,2024-09-17 15:16:36.615700,2024-09-16 09:00:00,2024-09-17 05:51:50.114916,1,15:16:36.615700,1.0,05:51:50.114916
28.0,20,30.294311396331437,True,28.0,26.0,13.0,11.590178382130633,2024-09-17 15:17:39.521027,2024-09-16 09:00:00,2024-09-16 20:35:24.642176,1,15:17:39.521027,0.0,20:35:24.642176
26.0,20,30.555800584821146,True,26.0,28.0,18.0,25.959047947073508,2024-09-17 15:33:20.882105,2024-09-16 09:00:00,2024-09-17 10:57:32.572609,1,15:33:20.882105,1.0,10:57:32.572609
28.0,20,30.64186575803211,True,28.0,26.0,19.0,26.083990513040476,2024-09-17 15:38:30.716729,2024-09-16 09:00:00,2024-09-17 11:05:02.365847,1,15:38:30.716729,1.0,11:05:02.365847
28.0,20,30.667927015443656,True,28.0,26.0,15.0,16.365020978768353,2024-09-17 15:40:04.537256,2024-09-16 09:00:00,2024-09-17 01:21:54.075524,1,15:40:04.537256,1.0,01:21:54.075524
28.0,20,30.71231646715222,True,28.0,26.0,14.0,13.850709900502048,2024-09-17 15:42:44.339282,2024-09-16 09:00:00,2024-09-16 22:51:02.555642,1,15:42:44.339282,0.0,22:51:02.555642
28.0,20,30.990369885452573,True,28.0,26.0,12.0,9.440064382277397,2024-09-17 15:59:25.331588,2024-09-16 09:00:00,2024-09-16 18:26:24.231776,1,15:59:25.331588,0.0,18:26:24.231776
28.0,20,31.042933359370306,True,28.0,26.0,11.0,7.519614990913812,2024-09-17 16:02:34.560094,2024-09-16 09:00:00,2024-09-16 16:31:10.613967,1,16:02:34.560094,0.0,16:31:10.613967
28.0,20,31.16935668113639,True,28.0,26.0,9.0,4.656122595316741,2024-09-17 16:10:09.684052,2024-09-16 09:00:00,2024-09-16 13:39:22.041343,1,16:10:09.684052,0.0,13:39:22.041343
28.0,20,31.224718481575056,True,28.0,26.0,7.0,2.9462100307128516,2024-09-17 16:13:28.986534,2024-09-16 09:00:00,2024-09-16 11:56:46.356111,1,16:13:28.986534,0.0,11:56:46.356111
28.0,20,31.258725970851273,True,28.0,26.0,6.0,2.362350010667016,2024-09-17 16:15:31.413495,2024-09-16 09:00:00,2024-09-16 11:21:44.460038,1,16:15:31.413495,0.0,11:21:44.460038
28.0,20,31.274577599166694,True,28.0,26.0,10.0,5.925451488105906,2024-09-17 16:16:28.479357,2024-09-16 09:00:00,2024-09-16 14:55:31.625357,1,16:16:28.479357,0.0,14:55:31.625357
28.0,20,31.30293206602812,True,28.0,26.0,5.0,1.8278452317527698,2024-09-17 16:18:10.555438,2024-09-16 09:00:00,2024-09-16 10:49:40.242834,1,16:18:10.555438,0.0,10:49:40.242834
28.0,20,31.35434861856443,True,28.0,26.0,4.0,1.3067156426447524,2024-09-17 16:21:15.655027,2024-09-16 09:00:00,2024-09-16 10:18:24.176314,1,16:21:15.655027,0.0,10:18:24.176314
28.0,20,31.449196038451532,True,28.0,26.0,8.0,3.6726395704164894,2024-09-17 16:26:57.105738,2024-09-16 09:00:00,2024-09-16 12:40:21.502453,1,16:26:57.105738,0.0,12:40:21.502453
28.0,20,31.52934051195259,True,28.0,26.0,3.0,0.8005315220216386,2024-09-17 16:31:45.625843,2024-09-16 09:00:00,2024-09-16 09:48:01.913479,1,16:31:45.625843,0.0,09:48:01.913479
28.0,20,31.664285996471218,True,28.0,26.0,2.0,0.3666016353650159,2024-09-17 16:39:51.429587,2024-09-16 09:00:00,2024-09-16 09:21:59.765887,1,16:39:51.429587,0.0,09:21:59.765887
28.0,20,31.753890177077245,True,28.0,26.0,1.0,0.07756227959373074,2024-09-17 16:45:14.004637,2024-09-16 09:00:00,2024-09-16 09:04:39.224207,1,16:45:14.004637,0.0,09:04:39.224207
26.0,20,31.809911477547047,False,,,,,2024-09-17 16:48:35.681319,2024-09-16 09:00:00,,1,16:48:35.681319,,
28.0,20,31.809911477547047,True,28.0,26.0,0.0,0.0,2024-09-17 16:48:35.681319,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,1,16:48:35.681319,0.0,09:00:00
26.0,20,31.987605495437748,True,26.0,28.0,17.0,25.265772136385984,2024-09-17 16:59:15.379784,2024-09-16 09:00:00,2024-09-17 10:15:56.779691,1,16:59:15.379784,1.0,10:15:56.779691
20.0,20,37.87462441098541,False,,,,,2024-09-17 22:52:28.647880,2024-09-16 09:00:00,,1,22:52:28.647880,,
18.0,20,37.87462441098541,True,18.0,20.0,0.0,0.0,2024-09-17 22:52:28.647880,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,1,22:52:28.647880,0.0,09:00:00
18.0,20,37.87462441098541,True,18.0,20.0,1.0,0.0,2024-09-17 22:52:28.647880,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,1,22:52:28.647880,0.0,09:00:00
18.0,20,37.87462441098541,True,18.0,20.0,2.0,0.0,2024-09-17 22:52:28.647880,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,1,22:52:28.647880,0.0,09:00:00
18.0,20,38.16275548022625,True,18.0,20.0,3.0,0.288131069240837,2024-09-17 23:09:45.919729,2024-09-16 09:00:00,2024-09-16 09:17:17.271849,1,23:09:45.919729,0.0,09:17:17.271849
20.0,20,38.24445410046476,True,20.0,18.0,19.0,33.43810337778286,2024-09-17 23:14:40.034762,2024-09-16 09:00:00,2024-09-17 18:26:17.172160,1,23:14:40.034762,1.0,18:26:17.172160
20.0,20,38.60947221501566,True,20.0,18.0,18.0,29.536705038209483,2024-09-17 23:36:34.099974,2024-09-16 09:00:00,2024-09-17 14:32:12.138138,1,23:36:34.099974,1.0,14:32:12.138138
18.0,20,38.89915284623718,True,18.0,20.0,4.0,1.0245284352517672,2024-09-17 23:53:56.950246,2024-09-16 09:00:00,2024-09-16 10:01:28.302367,1,23:53:56.950246,0.0,10:01:28.302367
20.0,20,38.94071448964486,True,20.0,18.0,17.0,26.020029736660987,2024-09-17 23:56:26.572163,2024-09-16 09:00:00,2024-09-17 11:01:12.107052,1,23:56:26.572163,1.0,11:01:12.107052
18.0,20,39.123768741815866,True,18.0,20.0,5.0,1.9958547647664506,2024-09-18 00:07:25.567471,2024-09-16 09:00:00,2024-09-16 10:59:45.077153,2,00:07:25.567471,0.0,10:59:45.077153
20.0,20,39.219160316395225,True,20.0,18.0,16.0,22.784182017524913,2024-09-18 00:13:08.977139,2024-09-16 09:00:00,2024-09-17 07:47:03.055263,2,00:13:08.977139,1.0,07:47:03.055263
18.0,20,39.32913672094392,True,18.0,20.0,6.0,3.1809430792268643,2024-09-18 00:19:44.892195,2024-09-16 09:00:00,2024-09-16 12:10:51.395085,2,00:19:44.892195,0.0,12:10:51.395085
20.0,20,39.444143290207634,True,20.0,18.0,15.0,19.77106811389369,2024-09-18 00:26:38.915845,2024-09-16 09:00:00,2024-09-17 04:46:15.845210,2,00:26:38.915845,1.0,04:46:15.845210
18.0,20,39.530795189220484,True,18.0,20.0,7.0,4.567141433576214,2024-09-18 00:31:50.862681,2024-09-16 09:00:00,2024-09-16 13:34:01.709161,2,00:31:50.862681,0.0,13:34:01.709161
20.0,20,39.628432447190335,True,20.0,18.0,14.0,16.95727282005174,2024-09-18 00:37:42.356810,2024-09-16 09:00:00,2024-09-17 01:57:26.182152,2,00:37:42.356810,1.0,01:57:26.182152
18.0,20,39.727282276428355,True,18.0,20.0,8.0,6.148718473408113,2024-09-18 00:43:38.216195,2024-09-16 09:00:00,2024-09-16 15:08:55.386504,2,00:43:38.216195,0.0,15:08:55.386504
20.0,20,39.78794570515561,True,20.0,18.0,13.0,14.337741565661378,2024-09-18 00:47:16.604539,2024-09-16 09:00:00,2024-09-16 23:20:15.869636,2,00:47:16.604539,0.0,23:20:15.869636
18.0,20,39.91374660797796,True,18.0,20.0,9.0,7.924623949797507,2024-09-18 00:54:49.487789,2024-09-16 09:00:00,2024-09-16 16:55:28.646219,2,00:54:49.487789,0.0,16:55:28.646219
20.0,20,39.93646195715232,True,20.0,18.0,12.0,11.915104633637384,2024-09-18 00:56:11.263046,2024-09-16 09:00:00,2024-09-16 20:54:54.376681,2,00:56:11.263046,0.0,20:54:54.376681
20.0,20,40.08545220917905,True,20.0,18.0,11.0,9.695348706719283,2024-09-18 01:05:07.627953,2024-09-16 09:00:00,2024-09-16 18:41:43.255344,2,01:05:07.627953,0.0,18:41:43.255344
18.0,20,40.086225570846686,True,18.0,20.0,10.0,9.896166474497463,2024-09-18 01:05:10.412055,2024-09-16 09:00:00,2024-09-16 18:53:46.199308,2,01:05:10.412055,0.0,18:53:46.199308
20.0,20,40.24380443453599,True,20.0,18.0,10.0,7.684565314636188,2024-09-18 01:14:37.695964,2024-09-16 09:00:00,2024-09-16 16:41:04.435133,2,01:14:37.695964,0.0,16:41:04.435133
18.0,20,40.244577796203615,True,18.0,20.0,11.0,12.06530209193749,2024-09-18 01:14:40.480066,2024-09-16 09:00:00,2024-09-16 21:03:55.087531,2,01:14:40.480066,0.0,21:03:55.087531
18.0,20,40.39356804823036,True,18.0,20.0,12.0,14.434048270882329,2024-09-18 01:23:36.844974,2024-09-16 09:00:00,2024-09-16 23:26:02.573775,2,01:23:36.844974,0.0,23:26:02.573775
20.0,20,40.41628339740471,True,20.0,18.0,9.0,5.885501752804958,2024-09-18 01:24:58.620231,2024-09-16 09:00:00,2024-09-16 14:53:07.806310,2,01:24:58.620231,0.0,14:53:07.806310
18.0,20,40.542084300227074,True,18.0,20.0,13.0,17.005201454903037,2024-09-18 01:32:31.503481,2024-09-16 09:00:00,2024-09-17 02:00:18.725238,2,01:32:31.503481,1.0,02:00:18.725238
20.0,20,40.60274772895433,True,20.0,18.0,8.0,4.296060607965172,2024-09-18 01:36:09.891824,2024-09-16 09:00:00,2024-09-16 13:17:45.818189,2,01:36:09.891824,0.0,13:17:45.818189
18.0,20,40.70159755819234,True,18.0,20.0,14.0,19.78424596725867,2024-09-18 01:42:05.751209,2024-09-16 09:00:00,2024-09-17 04:47:03.285482,2,01:42:05.751209,1.0,04:47:03.285482
20.0,20,40.7992348161622,True,20.0,18.0,7.0,2.9109706553411456,2024-09-18 01:47:57.245338,2024-09-16 09:00:00,2024-09-16 11:54:39.494359,2,01:47:57.245338,0.0,11:54:39.494359
18.0,20,40.88588671517504,True,18.0,20.0,15.0,22.78233041808332,2024-09-18 01:53:09.192175,2024-09-16 09:00:00,2024-09-17 07:46:56.389505,2,01:53:09.192175,1.0,07:46:56.389505
20.0,20,41.00089328443875,True,20.0,18.0,6.0,1.7264307692683545,2024-09-18 02:00:03.215824,2024-09-16 09:00:00,2024-09-16 10:43:35.150769,2,02:00:03.215824,0.0,10:43:35.150769
18.0,20,41.11086968898745,True,18.0,20.0,16.0,26.02042729552695,2024-09-18 02:06:39.130880,2024-09-16 09:00:00,2024-09-17 11:01:13.538264,2,02:06:39.130880,1.0,11:01:13.538264
20.0,20,41.20626126356681,True,20.0,18.0,5.0,0.7467104339359967,2024-09-18 02:12:22.540549,2024-09-16 09:00:00,2024-09-16 09:44:48.157562,2,02:12:22.540549,0.0,09:44:48.157562
18.0,20,41.38931551573781,True,18.0,20.0,17.0,29.53472084141339,2024-09-18 02:23:21.535857,2024-09-16 09:00:00,2024-09-17 14:32:04.995029,2,02:23:21.535857,1.0,14:32:04.995029
20.0,20,41.430877159145496,True,20.0,18.0,4.0,0.0,2024-09-18 02:25:51.157773,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,2,02:25:51.157773,0.0,09:00:00
18.0,20,41.72055779036702,True,18.0,20.0,18.0,33.38263841759109,2024-09-18 02:43:14.008045,2024-09-16 09:00:00,2024-09-17 18:22:57.498303,2,02:43:14.008045,1.0,18:22:57.498303
18.0,20,42.08557590491792,True,18.0,20.0,19.0,37.649054871715364,2024-09-18 03:05:08.073258,2024-09-16 09:00:00,2024-09-17 22:38:56.597538,2,03:05:08.073258,1.0,22:38:56.597538
20.0,20,42.16727452515643,True,20.0,18.0,3.0,0.0,2024-09-18 03:10:02.188291,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,2,03:10:02.188291,0.0,09:00:00
18.0,20,42.45540559439726,False,,,,,2024-09-18 03:27:19.460140,2024-09-16 09:00:00,,2,03:27:19.460140,,
20.0,20,42.45540559439726,True,20.0,18.0,0.0,0.0,2024-09-18 03:27:19.460140,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,2,03:27:19.460140,0.0,09:00:00
20.0,20,42.45540559439726,True,20.0,18.0,1.0,0.0,2024-09-18 03:27:19.460140,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,2,03:27:19.460140,0.0,09:00:00
20.0,20,42.45540559439726,True,20.0,18.0,2.0,0.0,2024-09-18 03:27:19.460140,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,2,03:27:19.460140,0.0,09:00:00
28.0,30,49.87693438006312,True,28.0,32.0,0.0,0.0,2024-09-18 10:52:36.963768,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,2,10:52:36.963768,0.0,09:00:00
32.0,30,49.888824446444744,False,,,,,2024-09-18 10:53:19.768007,2024-09-16 09:00:00,,2,10:53:19.768007,,
28.0,30,49.96638672603847,True,28.0,32.0,1.0,0.07756227959373074,2024-09-18 10:57:58.992214,2024-09-16 09:00:00,2024-09-16 09:04:39.224207,2,10:57:58.992214,0.0,09:04:39.224207
28.0,30,50.25542608180976,True,28.0,32.0,2.0,0.3666016353650159,2024-09-18 11:15:19.533895,2024-09-16 09:00:00,2024-09-16 09:21:59.765887,2,11:15:19.533895,0.0,09:21:59.765887
28.0,30,50.68935596846638,True,28.0,32.0,3.0,0.8005315220216386,2024-09-18 11:41:21.681486,2024-09-16 09:00:00,2024-09-16 09:48:01.913479,2,11:41:21.681486,0.0,09:48:01.913479
28.0,30,51.1955400890895,True,28.0,32.0,4.0,1.3067156426447524,2024-09-18 12:11:43.944321,2024-09-16 09:00:00,2024-09-16 10:18:24.176314,2,12:11:43.944321,0.0,10:18:24.176314
28.0,30,51.71666967819751,True,28.0,32.0,5.0,1.8278452317527698,2024-09-18 12:43:00.010842,2024-09-16 09:00:00,2024-09-16 10:49:40.242834,2,12:43:00.010842,0.0,10:49:40.242834
28.0,30,52.25117445711176,True,28.0,32.0,6.0,2.362350010667016,2024-09-18 13:15:04.228046,2024-09-16 09:00:00,2024-09-16 11:21:44.460038,2,13:15:04.228046,0.0,11:21:44.460038
28.0,30,52.55666184450999,True,28.0,32.0,7.0,2.9462100307128516,2024-09-18 13:33:23.982640,2024-09-16 09:00:00,2024-09-16 11:56:46.356111,2,13:33:23.982640,0.0,11:56:46.356111
28.0,30,52.63921411219556,True,28.0,32.0,8.0,3.6726395704164894,2024-09-18 13:38:21.170804,2024-09-16 09:00:00,2024-09-16 12:40:21.502453,2,13:38:21.170804,0.0,12:40:21.502453
28.0,30,52.791269866185715,True,28.0,32.0,9.0,4.656122595316741,2024-09-18 13:47:28.571518,2024-09-16 09:00:00,2024-09-16 13:39:22.041343,2,13:47:28.571518,0.0,13:39:22.041343
28.0,30,53.02757381970607,True,28.0,32.0,10.0,5.925451488105906,2024-09-18 14:01:39.265751,2024-09-16 09:00:00,2024-09-16 14:55:31.625357,2,14:01:39.265751,0.0,14:55:31.625357
32.0,30,53.358077432718446,True,32.0,28.0,29.0,45.89537117731945,2024-09-18 14:21:29.078758,2024-09-16 09:00:00,2024-09-18 06:53:43.336238,2,14:21:29.078758,2.0,06:53:43.336238
28.0,30,53.38174539143429,True,28.0,32.0,11.0,7.519614990913812,2024-09-18 14:22:54.283409,2024-09-16 09:00:00,2024-09-16 16:31:10.613967,2,14:22:54.283409,0.0,16:31:10.613967
28.0,30,53.86037142686361,True,28.0,32.0,12.0,9.440064382277397,2024-09-18 14:51:37.337137,2024-09-16 09:00:00,2024-09-16 18:26:24.231776,2,14:51:37.337137,0.0,18:26:24.231776
28.0,30,54.38161560634455,True,28.0,32.0,13.0,11.590178382130633,2024-09-18 15:22:53.816183,2024-09-16 09:00:00,2024-09-16 20:35:24.642176,2,15:22:53.816183,0.0,20:35:24.642176
28.0,30,54.848412606171976,True,28.0,32.0,14.0,13.850709900502048,2024-09-18 15:50:54.285382,2024-09-16 09:00:00,2024-09-16 22:51:02.555642,2,15:50:54.285382,0.0,22:51:02.555642
28.0,30,55.43226607341428,True,28.0,32.0,15.0,16.365020978768353,2024-09-18 16:25:56.157864,2024-09-16 09:00:00,2024-09-17 01:21:54.075524,2,16:25:56.157864,1.0,01:21:54.075524
28.0,30,56.21992493449488,True,28.0,32.0,16.0,19.187656225617765,2024-09-18 17:13:11.729764,2024-09-16 09:00:00,2024-09-17 04:11:15.562412,2,17:13:11.729764,1.0,04:11:15.562412
32.0,30,56.574946027072926,True,32.0,28.0,28.0,42.362426655142286,2024-09-18 17:34:29.805697,2024-09-16 09:00:00,2024-09-18 03:21:44.735959,2,17:34:29.805697,2.0,03:21:44.735959
28.0,30,56.58091131016961,True,28.0,32.0,19.0,26.083990513040476,2024-09-18 17:34:51.280717,2024-09-16 09:00:00,2024-09-17 11:05:02.365847,2,17:34:51.280717,1.0,11:05:02.365847
28.0,30,56.75006438988461,True,28.0,32.0,18.0,24.00382047214794,2024-09-18 17:45:00.231804,2024-09-16 09:00:00,2024-09-17 09:00:13.753700,2,17:45:00.231804,1.0,09:00:13.753700
28.0,30,56.75160631181999,True,28.0,32.0,20.0,28.600573109895578,2024-09-18 17:45:05.782723,2024-09-16 09:00:00,2024-09-17 13:36:02.063196,2,17:45:05.782723,1.0,13:36:02.063196
28.0,30,56.800023035649176,True,28.0,32.0,17.0,21.878739750843813,2024-09-18 17:48:00.082928,2024-09-16 09:00:00,2024-09-17 06:52:43.463103,2,17:48:00.082928,1.0,06:52:43.463103
28.0,30,56.98194636053645,True,28.0,32.0,21.0,31.290493477073476,2024-09-18 17:58:55.006898,2024-09-16 09:00:00,2024-09-17 16:17:25.776517,2,17:58:55.006898,1.0,16:17:25.776517
28.0,30,57.23935194569466,True,28.0,32.0,22.0,34.120184685168695,2024-09-18 18:14:21.667005,2024-09-16 09:00:00,2024-09-17 19:07:12.664867,2,18:14:21.667005,1.0,19:07:12.664867
28.0,30,57.429760520643256,True,28.0,32.0,23.0,36.96195664714273,2024-09-18 18:25:47.137874,2024-09-16 09:00:00,2024-09-17 21:57:43.043930,2,18:25:47.137874,1.0,21:57:43.043930
28.0,30,57.935775040206465,True,28.0,32.0,24.0,40.07181577705862,2024-09-18 18:56:08.790145,2024-09-16 09:00:00,2024-09-18 01:04:18.536797,2,18:56:08.790145,2.0,01:04:18.536797
32.0,30,58.88846273873955,True,32.0,28.0,27.0,39.29329934700084,2024-09-18 19:53:18.465859,2024-09-16 09:00:00,2024-09-18 00:17:35.877649,2,19:53:18.465859,2.0,00:17:35.877649
28.0,30,59.27744530430297,True,28.0,32.0,25.0,43.688278922063105,2024-09-18 20:16:38.803095,2024-09-16 09:00:00,2024-09-18 04:41:17.804119,2,20:16:38.803095,2.0,04:41:17.804119
32.0,30,60.37103895386381,True,32.0,28.0,26.0,36.644231610099375,2024-09-18 21:22:15.740234,2024-09-16 09:00:00,2024-09-17 21:38:39.233796,2,21:22:15.740234,1.0,21:38:39.233796
28.0,30,60.65334375885033,True,28.0,32.0,26.0,47.408750922504964,2024-09-18 21:39:12.037532,2024-09-16 09:00:00,2024-09-18 08:24:31.503321,2,21:39:12.037532,2.0,08:24:31.503321
32.0,30,61.74693740841117,True,32.0,28.0,25.0,34.29965806420488,2024-09-18 22:44:48.974670,2024-09-16 09:00:00,2024-09-17 19:17:58.769031,2,22:44:48.974670,1.0,19:17:58.769031
28.0,30,62.135919973974595,True,28.0,32.0,27.0,51.54039487453069,2024-09-18 23:08:09.311906,2024-09-16 09:00:00,2024-09-18 12:32:25.421548,2,23:08:09.311906,2.0,12:32:25.421548
32.0,30,63.08860767250768,True,32.0,28.0,24.0,32.024865183296896,2024-09-19 00:05:18.987621,2024-09-16 09:00:00,2024-09-17 17:01:29.514660,3,00:05:18.987621,1.0,17:01:29.514660
32.0,30,63.59462219207089,True,32.0,28.0,23.0,29.421020572944215,2024-09-19 00:35:40.639891,2024-09-16 09:00:00,2024-09-17 14:25:15.674063,3,00:35:40.639891,1.0,14:25:15.674063
32.0,30,63.785030767019485,True,32.0,28.0,22.0,26.76965718591878,2024-09-19 00:47:06.110761,2024-09-16 09:00:00,2024-09-17 11:46:10.765869,3,00:47:06.110761,1.0,11:46:10.765869
32.0,30,64.0424363521777,True,32.0,28.0,21.0,24.197371562981772,2024-09-19 01:02:32.770868,2024-09-16 09:00:00,2024-09-17 09:11:50.537627,3,01:02:32.770868,1.0,09:11:50.537627
32.0,30,64.22435967706497,True,32.0,28.0,17.0,14.967541161639382,2024-09-19 01:13:27.694837,2024-09-16 09:00:00,2024-09-16 23:58:03.148182,3,01:13:27.694837,0.0,23:58:03.148182
32.0,30,64.27277640089414,True,32.0,28.0,20.0,21.73779124452033,2024-09-19 01:16:21.995043,2024-09-16 09:00:00,2024-09-17 06:44:16.048480,3,01:16:21.995043,1.0,06:44:16.048480
32.0,30,64.27431832282953,True,32.0,28.0,18.0,17.142580528708063,2024-09-19 01:16:27.545962,2024-09-16 09:00:00,2024-09-17 02:08:33.289903,3,01:16:27.545962,1.0,02:08:33.289903
32.0,30,64.44347140254453,True,32.0,28.0,19.0,19.391903649315605,2024-09-19 01:26:36.497049,2024-09-16 09:00:00,2024-09-17 04:23:30.853138,3,01:26:36.497049,1.0,04:23:30.853138
28.0,30,64.44943668564122,True,28.0,32.0,28.0,56.92303889433876,2024-09-19 01:26:57.972068,2024-09-16 09:00:00,2024-09-18 17:55:22.940020,3,01:26:57.972068,2.0,17:55:22.940020
32.0,30,64.80445777821927,True,32.0,28.0,16.0,12.856555737567636,2024-09-19 01:48:16.048002,2024-09-16 09:00:00,2024-09-16 21:51:23.600655,3,01:48:16.048002,0.0,21:51:23.600655
32.0,30,65.59211663929986,True,32.0,28.0,15.0,10.82157935179881,2024-09-19 02:35:31.619901,2024-09-16 09:00:00,2024-09-16 19:49:17.685666,3,02:35:31.619901,0.0,19:49:17.685666
32.0,30,66.17597010654217,True,32.0,28.0,14.0,8.891121740774814,2024-09-19 03:10:33.492384,2024-09-16 09:00:00,2024-09-16 17:53:28.038267,3,03:10:33.492384,0.0,17:53:28.038267
32.0,30,66.64276710636959,True,32.0,28.0,13.0,7.097387222230825,2024-09-19 03:38:33.961583,2024-09-16 09:00:00,2024-09-16 16:05:50.594000,3,03:38:33.961583,0.0,16:05:50.594000
32.0,30,67.16401128585053,True,32.0,28.0,12.0,5.4685174018585325,2024-09-19 04:09:50.440629,2024-09-16 09:00:00,2024-09-16 14:28:06.662647,3,04:09:50.440629,0.0,14:28:06.662647
32.0,30,67.64263732127985,True,32.0,28.0,11.0,4.026694045924259,2024-09-19 04:38:33.494357,2024-09-16 09:00:00,2024-09-16 13:01:36.098565,3,04:38:33.494357,0.0,13:01:36.098565
28.0,30,67.6663052799957,True,28.0,32.0,29.0,63.6728520108704,2024-09-19 04:39:58.699008,2024-09-16 09:00:00,2024-09-19 00:40:22.267239,3,04:39:58.699008,3.0,00:40:22.267239
32.0,30,67.99680889300807,True,32.0,28.0,10.0,2.7867021148445783,2024-09-19 04:59:48.512015,2024-09-16 09:00:00,2024-09-16 11:47:12.127613,3,04:59:48.512015,0.0,11:47:12.127613
32.0,30,68.23311284652843,True,32.0,28.0,9.0,1.753677175575767,2024-09-19 05:13:59.206248,2024-09-16 09:00:00,2024-09-16 10:45:13.237832,3,05:13:59.206248,0.0,10:45:13.237832
32.0,30,68.38516860051857,True,32.0,28.0,8.0,0.9222499046656676,2024-09-19 05:23:06.606962,2024-09-16 09:00:00,2024-09-16 09:55:20.099657,3,05:23:06.606962,0.0,09:55:20.099657
32.0,30,68.46772086820415,True,32.0,28.0,7.0,0.2783726326476046,2024-09-19 05:28:03.795126,2024-09-16 09:00:00,2024-09-16 09:16:42.141478,3,05:28:03.795126,0.0,09:16:42.141478
32.0,30,68.77320825560238,True,32.0,28.0,6.0,0.0,2024-09-19 05:46:23.549720,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,3,05:46:23.549720,0.0,09:00:00
32.0,30,69.30771303451662,True,32.0,28.0,5.0,0.0,2024-09-19 06:18:27.766924,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,3,06:18:27.766924,0.0,09:00:00
32.0,30,69.82884262362465,True,32.0,28.0,4.0,0.0,2024-09-19 06:49:43.833445,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,3,06:49:43.833445,0.0,09:00:00
28.0,30,70.175234864719,True,28.0,26.0,29.0,63.6728520108704,2024-09-19 07:10:30.845513,2024-09-16 09:00:00,2024-09-19 00:40:22.267239,3,07:10:30.845513,3.0,00:40:22.267239
32.0,30,70.33502674424776,True,32.0,28.0,3.0,0.0,2024-09-19 07:20:06.096279,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,3,07:20:06.096279,0.0,09:00:00
32.0,30,70.76895663090438,True,32.0,28.0,2.0,0.0,2024-09-19 07:46:08.243871,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,3,07:46:08.243871,0.0,09:00:00
32.0,30,71.05799598667566,True,32.0,28.0,1.0,0.0,2024-09-19 08:03:28.785552,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,3,08:03:28.785552,0.0,09:00:00
28.0,30,71.1355582662694,False,,,,,2024-09-19 08:08:08.009759,2024-09-16 09:00:00,,3,08:08:08.009759,,
26.0,30,71.1355582662694,True,26.0,28.0,0.0,0.0,2024-09-19 08:08:08.009759,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,3,08:08:08.009759,0.0,09:00:00
32.0,30,71.14744833265102,True,32.0,28.0,0.0,0.011890066381622984,2024-09-19 08:08:50.813998,2024-09-16 09:00:00,2024-09-16 09:00:42.804239,3,08:08:50.813998,0.0,09:00:42.804239
26.0,30,71.1915795667392,True,26.0,28.0,1.0,0.13358358006353344,2024-09-19 08:11:29.686440,2024-09-16 09:00:00,2024-09-16 09:08:00.900888,3,08:11:29.686440,0.0,09:08:00.900888
26.0,30,71.28118374734522,True,26.0,28.0,2.0,0.5122271164408427,2024-09-19 08:16:52.261490,2024-09-16 09:00:00,2024-09-16 09:30:44.017619,3,08:16:52.261490,0.0,09:30:44.017619
26.0,30,71.41612923186385,True,26.0,28.0,3.0,1.0811024876160957,2024-09-19 08:24:58.065235,2024-09-16 09:00:00,2024-09-16 10:04:51.968955,3,08:24:58.065235,0.0,10:04:51.968955
26.0,30,71.49627370536491,True,26.0,28.0,8.0,4.033355009512004,2024-09-19 08:29:46.585339,2024-09-16 09:00:00,2024-09-16 13:02:00.078034,3,08:29:46.585339,0.0,13:02:00.078034
26.0,30,71.59112112525203,True,26.0,28.0,4.0,1.7622785016273714,2024-09-19 08:35:28.036051,2024-09-16 09:00:00,2024-09-16 10:45:44.202606,3,08:35:28.036051,0.0,10:45:44.202606
26.0,30,71.64253767778831,True,26.0,28.0,5.0,2.334824643271693,2024-09-19 08:38:33.135640,2024-09-16 09:00:00,2024-09-16 11:20:05.368716,3,08:38:33.135640,0.0,11:20:05.368716
26.0,30,71.67089214464976,True,26.0,28.0,10.0,6.46078536648626,2024-09-19 08:40:15.211721,2024-09-16 09:00:00,2024-09-16 15:27:38.827319,3,08:40:15.211721,0.0,15:27:38.827319
26.0,30,71.68674377296517,True,26.0,28.0,6.0,2.913535517362787,2024-09-19 08:41:12.277583,2024-09-16 09:00:00,2024-09-16 11:54:48.727863,3,08:41:12.277583,0.0,11:54:48.727863
