Temperature,Stage,Development_Time,Switch,Temp1,Temp2,Switch_Stage,Switch_Times,End_Time,Start_Time,Exact_Switch_Time
26.0,40,203.6519218548429,True,26.0,28.0,29.0,74.65797614875368,2024-11-29 15:30:00,2024-11-21 03:50:53.081323,2024-11-24 06:30:21.795459
26.0,40,202.6940804012503,True,26.0,28.0,30.0,81.16036613342982,2024-11-29 15:30:00,2024-11-21 04:48:21.310555,2024-11-24 13:57:58.628635
26.0,40,209.73098210567264,True,26.0,28.0,31.0,95.77091632241968,2024-11-29 15:30:00,2024-11-20 21:46:08.464420,2024-11-24 21:32:23.763181
26.0,40,208.5296621449604,True,26.0,28.0,32.0,101.08831136643585,2024-11-29 15:30:00,2024-11-20 22:58:13.216278,2024-11-25 04:03:31.137197
26.0,40,206.1846352022792,True,26.0,28.0,33.0,105.46278452895103,2024-11-29 15:30:00,2024-11-21 01:18:55.313272,2024-11-25 10:46:41.337576
26.0,40,212.59245936303955,True,26.0,28.0,34.0,120.70652954638695,2024-11-29 15:30:00,2024-11-20 18:54:27.146293,2024-11-25 19:36:50.652660
26.0,40,220.9957077340523,True,26.0,28.0,35.0,138.80252704109262,2024-11-29 15:30:00,2024-11-20 10:30:15.452157,2024-11-26 05:18:24.549505
26.0,40,214.10933173539297,True,26.0,28.0,36.0,142.10852559559044,2024-11-29 15:30:00,2024-11-20 17:23:26.405753,2024-11-26 15:29:57.097897
26.0,40,227.68789039237072,True,26.0,28.0,37.0,168.95009358665038,2024-11-29 15:30:00,2024-11-20 03:48:43.594587,2024-11-27 04:45:43.931499
26.0,40,235.07763606473327,True,26.0,28.0,38.0,191.89154237470666,2024-11-29 15:30:00,2024-11-19 20:25:20.510167,2024-11-27 20:18:50.062716
26.0,40,241.24271288923546,True,26.0,28.0,39.0,216.0985516614337,2024-11-29 15:30:00,2024-11-19 14:15:26.233599,2024-11-28 14:21:21.019580
28.0,10,6.45395442154404,True,28.0,26.0,0.0,0.0,2024-11-29 15:30:00,2024-11-29 09:02:45.764082,2024-11-29 09:02:45.764082
28.0,10,6.504829082528886,True,28.0,26.0,1.0,0.18202412902610376,2024-11-29 15:30:00,2024-11-29 08:59:42.615303,2024-11-29 09:10:37.902167
28.0,10,6.506069252653106,True,28.0,26.0,2.0,0.54856747238955,2024-11-29 15:30:00,2024-11-29 08:59:38.150690,2024-11-29 09:32:32.993591
28.0,10,6.396736186819908,True,28.0,26.0,3.0,1.0195798580971314,2024-11-29 15:30:00,2024-11-29 09:06:11.749727,2024-11-29 10:07:22.237216
28.0,10,6.230345429205045,True,28.0,26.0,4.0,1.5318241665590904,2024-11-29 15:30:00,2024-11-29 09:16:10.756455,2024-11-29 10:48:05.323455
28.0,10,6.164547103238874,True,28.0,26.0,5.0,2.0390995148118236,2024-11-29 15:30:00,2024-11-29 09:20:07.630428,2024-11-29 11:22:28.388681
28.0,10,6.0965918797810446,True,28.0,26.0,6.0,2.5494451535341796,2024-11-29 15:30:00,2024-11-29 09:24:12.269233,2024-11-29 11:57:10.271786
28.0,10,6.034454889348126,True,28.0,26.0,7.0,3.105171019284171,2024-11-29 15:30:00,2024-11-29 09:27:55.962398,2024-11-29 12:34:14.578067
